Date_Time,Type,MMSI,IMO,CallSign,Name,TypeOfShipAndCargoType,DimensionToBow,DimensionToStern,DimensionToPort,DimensionToStarboard,TypeOfElectronicPositionFixingDevice,ETAMonthUTC,ETADayUTC,ETAHourUTC,ETAMinuteUTC,Destination,
2023-05-25 12:07:37.192821,5,563157500,9791078,'9V8002','TSUKUYOMI ETERNITY',<ShipType.Cargo: 70>,152,28,19,11,5,22,6,0,6.4,'IN BOM',
2023-05-25 12:07:37.459833,5,419000392,9641170,'AVOX','TRITON ENERGY',<ShipType.NotAvailable: 0>,16,17,5,5,5,14,10,0,3.5,'MUMBAI',
2023-05-25 12:07:43.962249,5,215209000,9205940,'9HGO7','MV SEAVENUS',<ShipType.Cargo: 70>,163,27,18,14,5,16,6,30,8.4,'MUMBAI,
2023-05-25 12:07:46.071524,5,419001795,9326598,'VTSI','GREEN ASHA',<ShipType.Tanker: 80>,138,37,20,8,5,23,4,0,9.8,'JNPT_INDIA',
2023-05-25 12:07:48.681401,5,419001238,9797333,'AWTQ','JSW LOHGAD',<ShipType.Cargo: 70>,94,27,10,10,5,25,2,0,4.9,'DHARAMTAR',
2023-05-25 12:07:49.621180,5,419000372,9386134,'AVOD','CHANDRA SUN',<ShipType.Towing_LengthOver200: 32>,10,22,3,7,5,12,15,0,3,'MUMBAI',
2023-05-25 12:07:54.790872,5,432729000,9426362,'7JGF','DAEDALUS LEADER',<ShipType.Cargo_NoAdditionalInformation: 79>,21,179,8,24,5,25,8,0,8.8,'IN BOM',
2023-05-25 12:07:56.390632,5,355187000,9725586,'3EOR','BULK CASTOR',<ShipType.Cargo: 70>,170,30,24,12,5,21,19,30,11.6,'IN BOM',
2023-05-25 12:07:59.000433,5,419001552,9899155,'VTHM','JSW VAJRAGAD',<ShipType.Cargo: 70>,111,11,15,5,5,23,20,30,4.9,'DHARAMTAR',
2023-05-25 12:08:00.980129,5,477648500,9387346,'VRRY5','QI SHUN',<ShipType.Cargo: 70>,161,29,16,16,5,16,7,30,9.6,'MUMBAI',
2023-05-25 12:08:06.339657,5,419010200,9226217,'VWWH','MT SHIVALI',<ShipType.OtherType: 90>,12,16,5,4,5,14,3,0,3.4,'MUMBAI',
2023-05-25 12:08:09.589854,5,419001258,9776638,'AWUK','OCEAN FREEDOM',<ShipType.Tug: 52>,12,20,4,8,11,30,15,20,3.9,'JNPT INDIA.',
2023-05-25 12:08:10.839332,5,419001526,9892327,'VTGC','JSW SURYAGAD',<ShipType.Cargo: 70>,107,15,4,16,5,26,22,0,3.2,'JAIGARH',
2023-05-25 12:08:13.139055,5,419902313,9875587,'8TDI2','M2M-1',<ShipType.Passenger_NoAdditionalInformation: 69>,47,48,11,7,11,23,0,0,2.4,'MUMBAI',
2023-05-25 12:08:13.139055,5,419902313,9875587,'8TDI2','M2M-1',<ShipType.Passenger_NoAdditionalInformation: 69>,47,48,11,7,11,23,0,0,2.4,'MUMBAI',
2023-05-25 12:08:13.219034,5,538007142,9503287,'V7OQ9','TRISTAR PROSPERITY',<ShipType.Cargo: 70>,162,27,26,6,5,28,1,30,6.8,'MINA SAQR',
2023-05-25 12:08:16.518801,5,538004297,9625815,'V7WG8','BEKS CENK',<ShipType.Cargo: 70>,161,29,13,19,5,17,18,0,11.8,'MUMBAI',
2023-05-25 12:08:18.228690,5,419000648,9607332,'AVXE','GREATSHIP RACHNA',<ShipType.OtherType_NoAdditionalInformation: 99>,16,62,8,9,5,26,6,30,5,'NHAVA',
2023-05-25 12:08:23.428183,5,419001772,9535357,'VTQZ','UXMAL FORTUNE',<ShipType.Tug: 52>,15,40,4,7,5,23,6,0,4,'MUMBAI',
2023-05-25 12:08:26.847798,5,419001527,9892315,'VTGD','JSW UDAIGAD',<ShipType.Cargo: 70>,107,15,4,16,5,26,10,30,4.5,'DARAMTHAR',
2023-05-25 12:08:28.977607,5,419001465,9825180,'VTCY','OCEAN DIGNITY',<ShipType.Tug: 52>,16,14,8,4,7,21,5,0,3.8,'MUMBAI INDIA',
2023-05-25 12:08:30.750712,5,518998272,9422847,'E5U4252','GLOBAL EAGLE',<ShipType.Tanker_HazardousCategory_D: 84>,89,21,9,9,5,26,11,45,5.8,'JNPT MUMBAI',
2023-05-25 12:08:35.007809,5,419000860,9680827,'AWFH','TAG 13',<ShipType.NotAvailable: 0>,18,47,9,7,5,18,10,30,4.2,'MUMBAI',
2023-05-25 12:08:36.227001,5,419096100,9341213,'AVDU','ICG 201',<ShipType.LawEnforcement: 55>,5,0,0,0,5,7,2,30,4.3,'',
2023-05-25 12:08:39.026743,5,636020364,9887372,'D5YW4','SOLAR ROMA',<ShipType.Tanker: 80>,132,37,5,20,5,25,6,0,9.1,'IN BOM',
2023-05-25 12:08:39.406617,5,419001637,8479929,'VTKV','BW PINE',<ShipType.Tanker_NoAdditionalInformation: 89>,187,39,12,25,5,17,2,30,10.7,'IN BOM',
2023-05-25 12:08:42.946363,5,355098000,9145798,'3FBK7','GLOBAL HARVEST',<ShipType.Cargo: 70>,134,20,13,13,5,14,5,30,8.5,'MUMBAI IN',
2023-05-25 12:08:47.105993,5,419220300,0,'','ROS MUMBAI',<ShipType.Cargo_NoAdditionalInformation: 79>,4,3,1,1,1,1,1,1,0,'',
2023-05-25 12:08:47.105993,5,419220300,0,'','ROS MUMBAI',<ShipType.Cargo_NoAdditionalInformation: 79>,4,3,1,1,1,1,1,1,0,'',
2023-05-25 12:08:47.105993,5,419220300,0,'','ROS MUMBAI',<ShipType.Cargo_NoAdditionalInformation: 79>,4,3,1,1,1,1,1,1,0,'',
2023-05-25 12:08:47.105993,5,419220300,0,'','ROS MUMBAI',<ShipType.Cargo_NoAdditionalInformation: 79>,4,3,1,1,1,1,1,1,0,'',
2023-05-25 12:08:47.105993,5,419220300,0,'','ROS MUMBAI',<ShipType.Cargo_NoAdditionalInformation: 79>,4,3,1,1,1,1,1,1,0,'',
2023-05-25 12:08:47.105993,5,419220300,0,'','ROS MUMBAI',<ShipType.Cargo_NoAdditionalInformation: 79>,4,3,1,1,1,1,1,1,0,'',
2023-05-25 12:08:47.105993,5,419220300,0,'','ROS MUMBAI',<ShipType.Cargo_NoAdditionalInformation: 79>,4,3,1,1,1,1,1,1,0,'',
2023-05-25 12:08:52.445427,5,419172000,9129524,'VVJO','MV.GURU PRASAD',<ShipType.Cargo: 70>,60,19,7,8,5,27,2,0,3.4,'MUMBAI',
2023-05-25 12:08:52.925363,5,477648500,9387346,'VRRY5','QI SHUN',<ShipType.Cargo: 70>,179,11,18,14,5,16,7,30,9.6,'MUMBAI',
2023-05-25 12:08:53.325490,5,636022492,9573842,'5LJB3','GEOSTAR',<ShipType.Cargo: 70>,171,28,21,11,5,25,17,30,9.1,'IDDMT',
2023-05-25 12:08:53.935372,5,419000620,8657873,'AVWD','SURYA 2',<ShipType.Cargo: 70>,62,8,4,10,5,24,3,0,3.1,'DHARMTAR',
2023-05-25 12:08:55.435109,5,419000128,9575618,'AVFX','SCI   YAMUNA',<ShipType.OtherType_HazardousCategory_D: 94>,12,67,11,5,5,25,12,0,4,'MUMBAI',
2023-05-25 12:09:03.194407,5,419001493,9744726,'VTEN','OCEAN VICTOR',<ShipType.OtherType_HazardousCategory_B: 92>,22,10,6,5,12,27,3,0,4,'MUMBAI',
2023-05-25 12:09:05.294342,5,419001246,9773026,'AWTY','KNK DISHA',<ShipType.Tug: 52>,13,19,9,3,5,27,8,0,5.2,'',
2023-05-25 12:09:08.334771,5,419783000,9524889,'AVAB','SCI PANNA',<ShipType.Sailing: 36>,12,52,4,11,9,17,4,0,5.2,'PNV',
2023-05-25 12:09:11.193684,5,636019951,9360697,'A8QD6','APOLLON D',<ShipType.Cargo_HazardousCategory_A: 71>,196,13,15,15,6,1,10,0,9.5,'MYPKG',
2023-05-25 12:09:14.763461,5,419001641,9319507,'VTLB.','VARSHNE',<ShipType.Cargo_HazardousCategory_A: 71>,10,50,7,8,5,22,16,0,4.2,'MUMBAI PORT',
2023-05-25 12:09:15.033320,5,352001705,9952141,'3E2724','BOW CHEETAH',<ShipType.Tanker: 80>,128,28,16,9,5,26,8,0,10.5,'MY PGU>JNPT',
2023-05-25 12:09:19.032946,5,419057700,8928272,'AUHT','N P ENAKSHI',<ShipType.Tug: 52>,0,29,0,9,5,23,22,0,3.5,'MUMBAI',
2023-05-25 12:09:20.232862,5,419001110,9796080,'AWOU','DAISY STAR',<ShipType.Cargo_Reserved: 75>,16,16,6,6,5,14,21,0,5,'MUMBAI',
2023-05-25 12:09:21.802824,5,373383000,9642136,'3EWM','DIAMOND QUEEN',<ShipType.Cargo: 70>,171,28,11,21,5,12,10,0,10.3,'IN BOM',
2023-05-25 12:09:28.642144,5,375087000,9649354,'J8B6131','ALLIANZ INTREPID',<ShipType.OtherType_NoAdditionalInformation: 99>,51,60,18,17,5,15,10,0,4,'MUMBAI ANCHORAGE',
2023-05-25 12:09:29.941954,5,419551000,7430541,'AUJB','SEA CONQUEST',<ShipType.NotAvailable: 0>,10,46,10,3,5,17,16,0,3.5,'E4ANCHORAGE',
2023-05-25 12:09:30.042061,5,273450080,9849930,'UBSS3','TREWENNA',<ShipType.Tug: 52>,13,28,6,7,5,16,17,0,2.6,'MUMBAI',
2023-05-25 12:09:32.071785,5,538010328,9714721,'V7A5898','VENTURE',<ShipType.Cargo: 70>,171,28,10,22,4,25,12,30,11,'IN DMT',
2023-05-25 12:09:33.461645,5,419000391,964269300,'AVOW','BON VOYAGE',<ShipType.Cargo: 70>,50,20,4,9,5,25,17,0,3.4,'DHARAMTAR',
2023-05-25 12:09:34.041659,5,636021344,9905320,'5LDM9','AFRICA',<ShipType.Tanker: 80>,229,47,29,19,5,24,12,30,15.7,'MUMBAI INDIA',
2023-05-25 12:09:35.621376,5,419001575,9180061,'VTIE','PARASEA TWO',<ShipType.Tug: 52>,8,18,4,4,5,26,12,30,2.8,'MUMBAI',
2023-05-25 12:09:38.391211,5,419001132,9299070,'AWPP','SAROJA BLESSING',<ShipType.Tug: 52>,14,53,9,6,5,24,6,24,5,'PNV',
2023-05-25 12:09:40.471077,5,273399650,9826160,'UBZP4','WENNA',<ShipType.Tug: 52>,12,28,7,7,5,16,10,30,2.2,'MUMBAI',
2023-05-25 12:09:41.620841,5,351276000,9491393,'3FYB8','APJ JAI',<ShipType.Cargo: 70>,163,27,16,16,5,26,9,30,12.5,'MUMBAI',
2023-05-25 12:09:44.020639,5,419000482,9620865,'AVQX','WATER LILY',<ShipType.Tug: 52>,10,21,6,5,4,6,22,0,4.9,'MUMBAI',
2023-05-25 12:09:44.580597,5,419026700,9249427,'ATSA','MALAVIYA EIGHTEEN',<ShipType.OtherType: 90>,15,57,7,9,5,20,8,0,4.8,'NHAVA_',
2023-05-25 12:09:45.000655,5,419001231,9785598,'AWTJ','ASL BAGULA',<ShipType.OtherType: 90>,21,47,10,8,12,10,23,6,4.4,'NHAVA',
2023-05-25 12:09:47.350446,5,419065300,9412256,'AUOV','CANARA JOG',<ShipType.Tug: 52>,18,18,6,4,4,25,19,0,3.9,'MUMBAI',
2023-05-25 12:09:47.350446,5,419065300,9412256,'AUOV','CANARA JOG',<ShipType.Tug: 52>,18,18,6,4,4,25,19,0,3.9,'MUMBAI',
2023-05-25 12:09:47.480440,5,419022500,8504985,'VVJR','KAMAL XXI',<ShipType.Tanker_HazardousCategory_A: 81>,0,78,0,12,4,26,11,5,2.8,'MUMBAI',
2023-05-25 12:09:52.550257,5,419001471,9300233,'VTDF','CREATIVE 1',<ShipType.OtherType: 90>,50,12,6,15,0,0,24,60,0,'',
2023-05-25 12:09:56.659534,5,613003810,9188116,'TJMC138','ATHE NOVA',<ShipType.NotAvailable: 0>,74,22,6,8,5,14,20,0,4.8,'JNPT^5E5E5E2CINDIA',
2023-05-25 12:10:06.548972,5,538009800,9388792,'V7A5176','BEKS SWAN',<ShipType.Tanker_HazardousCategory_A: 81>,202,43,17,25,5,16,7,0,10.8,'MUMBAI',
2023-05-25 12:10:09.458339,5,477648500,9387346,'VRRY5','QI SHUN',<ShipType.Cargo: 70>,161,29,16,16,5,16,7,30,9.6,'MUMBAI',
2023-05-25 12:10:11.618130,5,419070400,7227994,'AUQZ','SEA VENTURE',<ShipType.Tug: 52>,0,51,0,12,12,5,13,0,3.4,'MUMBAI',
2023-05-25 12:10:14.787946,5,419001534,925727800,'VTGM','SHAKTI_  _',<ShipType.OtherType: 90>,12,33,5,7,5,13,19,0,4.5,'MUMBAI INDIA',
2023-05-25 12:10:20.947357,5,419901983,8536471,'8WQO','LTB300',<ShipType.OtherType_NoAdditionalInformation: 99>,70,37,5,29,3,29,17,0,4.2,'BASSEIN FIELD',
2023-05-25 12:10:39.258726,5,538004002,9490301,'V7UF2','FUJI GALAXY',<ShipType.Tanker: 80>,130,29,21,6,5,25,1,30,9.1,'INBOM',
2023-05-25 12:10:45.535605,5,419001717,9971549,'VTOI','M V RADHE KRISHNA',<ShipType.NotAvailable: 0>,45,25,7,7,5,27,23,0,1.8,'BHAVNAGAR',
2023-05-25 12:10:46.435455,5,419001106,9429596,'AWOQ','MARIA',<ShipType.OtherType: 90>,9,40,7,6,5,22,12,0,4.3,'MUMBAI',
2023-05-25 12:10:46.895428,5,419900460,0,'8TBQ','SEA STALLION',<ShipType.OtherType_Reserved: 95>,65,17,16,5,5,16,8,0,3.2,'MUMBAI',
2023-05-25 12:10:48.175295,5,419060600,8129096,'AUHW','HAL SUPPORTER',<ShipType.OtherType: 90>,15,46,2,10,4,5,18,0,3.5,'MUMBAI',
2023-05-25 12:10:48.635188,5,419001664,9247209,'VTLS','ROSE GAS',<ShipType.Tanker: 80>,138,36,18,10,5,16,13,30,8.6,'JNPT,
2023-05-25 12:10:50.447328,5,419001268,9326809,'AWUU','DESH ABHIMAAN',<ShipType.Tanker_HazardousCategory_A: 81>,229,45,18,30,5,30,9,0,8.5,'EUJAIRAH',
2023-05-25 12:10:54.954610,5,538010526,9964106,'V7A6174','YASA URANUS',<ShipType.Cargo: 70>,171,28,20,12,5,21,20,30,14.1,'INBOM',
2023-05-25 12:11:00.824057,5,419728000,9392834,'AUVT','GREATSHIP DHRITI',<ShipType.Tug: 52>,17,57,6,10,5,15,16,0,4,'MUMBAI',
2023-05-25 12:11:04.753666,5,419084700,8121159,'AUZF','SEA CHEETAH',<ShipType.Tug: 52>,50,18,4,10,5,22,12,30,4.6,'DIGHI MUM',
2023-05-25 12:11:11.383121,5,477648500,9387346,'VRRY5','QI SHUN',<ShipType.Cargo: 70>,179,11,18,14,5,16,7,30,9.6,'MUMBAI',
2023-05-25 12:11:19.942321,5,405000305,9238284,'S2BG3','B LPG CHALLENGER',<ShipType.Tanker_HazardousCategory_A: 81>,191,36,15,21,5,24,7,30,8.2,'IN VTZ> IN BOM',
2023-05-25 12:11:22.885406,5,405000305,9238284,'S2BG3','B LPG CHALLENGER',<ShipType.Tanker_HazardousCategory_A: 81>,191,36,15,21,5,24,7,30,8.2,'IN VTZ> IN BOM',
2023-05-25 12:11:22.885406,5,405000305,9238284,'S2BG3','B LPG CHALLENGER',<ShipType.Tanker_HazardousCategory_A: 81>,191,36,15,21,5,24,7,30,8.2,'IN VTZ> IN BOM',
2023-05-25 12:11:23.002094,5,419009000,9294616,'VTGJ','BLOSSOM',<ShipType.Tanker: 80>,0,0,0,0,7,8,11,0,5.8,'IN BOM',
2023-05-25 12:11:24.762033,5,477044300,8414726,'VRDA9','ZHEN HUA 24',<ShipType.Cargo: 70>,205,39,26,14,5,20,6,30,9,'MUMBAI',
2023-05-25 12:11:29.722211,5,419697000,8407979,'AUUD','SAGA',<ShipType.OtherType_NoAdditionalInformation: 99>,90,20,10,9,5,16,23,0,3.2,'HEERA FIELD',
2023-05-25 12:11:31.831282,5,419701000,9471939,'AUUF','OCEAN     DIAMOND',<ShipType.OtherType: 90>,10,60,11,6,3,17,14,0,4.3,'BFL MUMBAI',
2023-05-25 12:11:37.487602,5,419096300,9341237,'','CG 203',<ShipType.NotAvailable: 0>,43,51,7,5,0,0,24,60,0,'',
2023-05-25 12:11:39.940448,5,419900470,8646604,'8TBR','SEA PATRIOT',<ShipType.OtherType_NoAdditionalInformation: 99>,80,11,21,6,5,12,0,0,3.5,'MUMBAI',
2023-05-25 12:11:41.510417,5,419000218,9576387,'AVJF','N B PRASAD',<ShipType.OtherType_NoAdditionalInformation: 99>,12,47,10,5,5,26,6,0,5,'BFL',
2023-05-25 12:11:42.950262,5,419001175,0,'AWRH','MODAK',<ShipType.NotAvailable: 0>,0,0,0,0,9,18,15,19,2.5,'MUMBAI',
2023-05-25 12:11:47.089772,5,419531000,9297498,'AUFH','DESH VAIBHAV',<ShipType.Tanker: 80>,279,54,26,34,5,19,20,0,11,'FOR ORDERS',
2023-05-25 12:11:55.139079,5,416467000,9462706,'BLHM','YM UBIQUITY',<ShipType.Cargo_HazardousCategory_D: 74>,241,92,16,27,5,27,5,30,13.9,'INNSA>INPAV',
2023-05-25 12:11:59.828730,5,419001410,9277498,'VTAF','MP WORKBOAT 1',<ShipType.OtherType_NoAdditionalInformation: 99>,7,60,14,6,5,2,18,35,3.8,'PNV ANCHORAGE',
2023-05-25 12:12:00.368543,5,419001331,8793029,'AWXE','M V SEASTAR EAGLE',<ShipType.Cargo: 70>,61,18,9,7,5,26,6,0,2.7,'MUMBAI',
2023-05-25 12:12:02.498444,5,419093300,9253557,'AVCZ','OFFSHORE SUPPORTER',<ShipType.Tug: 52>,11,46,5,9,1,13,14,0,3.2,'MUMBAI',
2023-05-25 12:12:04.128189,5,419001053,9404211,'AWMP','OCEAN AQUAMARINE',<ShipType.OtherType_Reserved: 95>,18,39,6,7,2,28,15,0,4.2,'MUMBAI',
2023-05-25 12:12:12.498204,5,419001116,9686948,'AWPA','OCEAN TURQUOISE',<ShipType.OtherType: 90>,23,60,11,9,5,24,6,30,5.4,'BFL',
2023-05-25 12:12:14.387374,5,538007023,9494242,'V7JZ5','LIBRA',<ShipType.Cargo: 70>,169,20,16,16,5,23,19,30,11.8,'IN BOM',
2023-05-25 12:12:17.966978,5,419001591,9413482,'VTIQ','SHIVANSH ARYAN',<ShipType.OtherType_NoAdditionalInformation: 99>,15,48,5,10,5,18,7,0,4.2,'MUMBAI',
2023-05-25 12:12:22.016686,5,419385000,8418851,'VVJK','SAMUDRA SARVEKSHAK',<ShipType.OtherType_NoAdditionalInformation: 99>,19,64,10,6,5,30,1,54,6.5,'MUMBAI',
2023-05-25 12:12:23.776519,5,0,9109835,'','SAMARPAN',<ShipType.NotAvailable: 0>,59,23,5,9,2,19,10,0,2.4,'',
2023-05-25 12:12:24.046461,5,0,9109835,'','SAMARPAN',<ShipType.NotAvailable: 0>,59,23,5,9,2,19,10,0,2.4,'',
2023-05-25 12:12:24.606491,5,419079600,9475325,'AUXL','IVY',<ShipType.Tug: 52>,12,20,6,3,5,19,6,0,3.4,'MUMBAI',
2023-05-25 12:12:25.326298,5,419900150,9298844,'8TAO','MATSYA VRUSHTI',<ShipType.Fishing: 30>,37,38,8,8,4,30,6,0,2,'MUMBAI',
2023-05-25 12:12:30.925768,5,419779000,9524918,'AUZY','SCI MUKTA',<ShipType.NotAvailable: 0>,12,52,4,11,5,18,6,0,5,'MUMBAI',
2023-05-25 12:12:35.885365,5,419001530,9257280,'VTGG','MARIA 1',<ShipType.NotAvailable: 0>,10,35,5,7,5,24,8,0,5,'MPT MUMBAI',
2023-05-25 12:12:47.854357,5,419022500,8504985,'VVJR','KAMAL XXI',<ShipType.Tanker_HazardousCategory_A: 81>,0,78,0,12,4,26,11,5,2.8,'MUMBAI',
2023-05-25 12:12:49.934091,5,419900923,0,'8TJG','FALCON HIGH',<ShipType.Cargo: 70>,50,20,6,6,6,15,12,0,3.5,'MUMBAI',
2023-05-25 12:12:53.033767,5,371451000,9321873,'3ECS4','GINGA JAGUAR',<ShipType.Tanker_HazardousCategory_A: 81>,136,24,21,6,5,25,14,30,10.3,'MUMBAI',
2023-05-25 12:12:53.803760,5,441708000,9626015,'D7PB','PAN BONITA',<ShipType.Cargo: 70>,157,32,7,23,6,24,6,0,10.5,'INBOM',
2023-05-25 12:12:54.181740,5,477241800,9301811,'VRBY8','SEASPAN LAHORE',<ShipType.Cargo: 70>,192,68,18,14,5,26,0,30,11.1,'INNSA',
2023-05-25 12:12:54.181740,5,477241800,9301811,'VRBY8','SEASPAN LAHORE',<ShipType.Cargo: 70>,192,68,18,14,5,26,0,30,11.1,'INNSA',
2023-05-25 12:12:54.313607,5,419001125,9165906,'AWPI','HALANI 6',<ShipType.OtherType: 90>,15,52,7,9,12,23,11,0,3.8,'MUMBAI PNV',
2023-05-25 12:12:55.913440,5,538008317,9850769,'V7A2231','JABAL ALMISHT',<ShipType.Cargo: 70>,168,31,9,23,5,22,12,0,11.8,'MUMBAI',
2023-05-25 12:12:58.122858,5,412348000,9323558,'BOCB7','KANG HONG',<ShipType.Cargo: 70>,168,22,16,16,5,20,11,30,6.5,'MUMBAI',
2023-05-25 12:13:01.222896,5,538003035,9324875,'V7NX2','NAVIOS INDIGO',<ShipType.Cargo: 70>,192,68,17,15,5,25,12,30,13,'NHAVA SHEVA',
2023-05-25 12:13:03.512286,5,419000966,9214458,'AWJI','OFFSHORE RANGER',<ShipType.Cargo: 70>,15,50,5,10,5,6,12,0,4.2,'NHAVA',
2023-05-25 12:13:04.362295,5,419001366,9370678,'AWYN','PRIYA TWENTY SEVEN',<ShipType.Tug: 52>,67,10,10,5,5,17,8,0,5.4,'MUMBAI',
2023-05-25 12:13:05.242253,5,636091959,9460356,'A8UX4','MSC SAVONA',<ShipType.Cargo_HazardousCategory_A: 71>,142,224,28,23,5,29,5,30,13.8,'INNSA > INMUN',
2023-05-25 12:13:06.922081,5,374475000,9863857,'3EGN2','EVA LONDON',<ShipType.Cargo: 70>,181,19,23,9,5,25,2,0,10.7,'IN KRN',
2023-05-25 12:13:09.461742,5,511100932,9548770,'T8A4155','AMBAR',<ShipType.OtherType_NoAdditionalInformation: 99>,9,19,5,4,4,23,5,30,3.2,'',
2023-05-25 12:13:09.832281,5,419001522,9892303,'VTFU','JSW VISHALGAD',<ShipType.Cargo: 70>,105,17,4,16,5,26,3,45,4.6,'DMTAR',
2023-05-25 12:13:10.841722,5,356641000,9300881,'H8IA','IKI',<ShipType.Cargo_NoAdditionalInformation: 79>,124,26,7,17,5,26,12,30,8.4,'IN BOM',
2023-05-25 12:13:12.311537,5,419070400,7227994,'AUQZ','SEA VENTURE',<ShipType.Tug: 52>,0,51,0,12,12,5,13,0,3.4,'MUMBAI',
2023-05-25 12:13:12.871506,5,419001230,9785586,'AWTI','ASL ABABEEL',<ShipType.OtherType: 90>,21,47,10,8,5,1,3,45,4.6,'NHAVA',
2023-05-25 12:13:15.001315,5,441736000,9347592,'D7HI','HYUNDAI INTEGRAL',<ShipType.Cargo: 70>,217,78,23,9,5,25,19,0,12.4,'INNSA',
2023-05-25 12:13:15.141186,5,477648500,9387346,'VRRY5','QI SHUN',<ShipType.Cargo: 70>,161,29,16,16,5,16,7,30,9.6,'MUMBAI',
2023-05-25 12:13:15.141186,5,477648500,9387346,'VRRY5','QI SHUN',<ShipType.Cargo: 70>,161,29,16,16,5,16,7,30,9.6,'MUMBAI',
2023-05-25 12:13:15.301203,5,37053,0,'VT-HLV','VT-HLV',<ShipType.OtherType_NoAdditionalInformation: 99>,9,9,9,9,0,0,24,60,0,'',
2023-05-25 12:13:19.400962,5,419566000,9333515,'AUJR','MPV PSV1',<ShipType.Cargo: 70>,15,52,6,10,5,26,4,0,5,'NHAVA',
2023-05-25 12:13:29.379933,5,419000655,0,'AVXL','A495',<ShipType.NotAvailable: 0>,13,10,2,3,1,8,11,0,0,'',
2023-05-25 12:13:32.450114,5,354322000,9615767,'3FSA2','EUROPA BAY',<ShipType.Cargo: 70>,168,29,13,20,5,26,20,0,12.7,'IN HZR',
2023-05-25 12:13:33.729941,5,419001542,9339870,'VTHB','GARNET',<ShipType.Tug: 52>,10,50,6,6,5,17,10,0,4,'MUMBAI',
2023-05-25 12:13:36.259756,5,563157500,9791078,'9V8002','TSUKUYOMI ETERNITY',<ShipType.Cargo: 70>,152,28,19,11,5,22,6,0,6.4,'IN BOM',
2023-05-25 12:13:37.299644,5,419000392,9641170,'AVOX','TRITON ENERGY',<ShipType.NotAvailable: 0>,16,17,5,5,5,14,10,0,3.5,'MUMBAI',
2023-05-25 12:13:43.939107,5,215209000,9205940,'9HGO7','MV SEAVENUS',<ShipType.Cargo: 70>,163,27,18,14,5,16,6,30,8.4,'MUMBAI,
2023-05-25 12:13:48.688582,5,419001238,9797333,'AWTQ','JSW LOHGAD',<ShipType.Cargo: 70>,94,27,10,10,5,25,2,0,4.9,'DHARAMTAR',
2023-05-25 12:13:48.688582,5,419001238,9797333,'AWTQ','JSW LOHGAD',<ShipType.Cargo: 70>,94,27,10,10,5,25,2,0,4.9,'DHARAMTAR',
2023-05-25 12:13:48.788681,5,419000372,9386134,'AVOD','CHANDRA SUN',<ShipType.Towing_LengthOver200: 32>,10,22,3,7,5,12,15,0,3,'MUMBAI',
2023-05-25 12:13:54.548425,5,432729000,9426362,'7JGF','DAEDALUS LEADER',<ShipType.Cargo_NoAdditionalInformation: 79>,21,179,8,24,5,25,8,0,8.8,'IN BOM',
2023-05-25 12:13:56.548048,5,355187000,9725586,'3EOR','BULK CASTOR',<ShipType.Cargo: 70>,170,30,24,12,5,21,19,30,11.6,'IN BOM',
2023-05-25 12:13:57.827848,5,477648500,9387346,'VRRY5','QI SHUN',<ShipType.Cargo: 70>,161,29,16,16,5,16,7,30,9.6,'MUMBAI',
2023-05-25 12:13:59.007638,5,419001552,9899155,'VTHM','JSW VAJRAGAD',<ShipType.Cargo: 70>,111,11,15,5,5,23,20,30,4.9,'DHARAMTAR',
2023-05-25 12:14:01.217590,5,538003252,9352391,'V7PK9','WADI BANI KHALID',<ShipType.Cargo_HazardousCategory_A: 71>,192,68,15,17,6,3,20,0,8.9,'SGSIN PEBGA',
2023-05-25 12:14:09.596504,5,477648500,9387346,'VRRY5','QI SHUN',<ShipType.Cargo: 70>,179,11,18,14,5,16,7,30,9.6,'MUMBAI',
2023-05-25 12:14:10.986186,5,246663000,9551947,'PBXK','HAPPY DIAMOND',<ShipType.Cargo: 70>,145,12,19,7,5,26,8,0,7.3,'MUMBAI',
2023-05-25 12:14:12.395953,5,41365,0,'VT-HLH','VT-HLH',<ShipType.Passenger_NoAdditionalInformation: 69>,0,0,0,0,1,1,0,26,0,'',
2023-05-25 12:14:13.355930,5,538007142,9503287,'V7OQ9','TRISTAR PROSPERITY',<ShipType.Cargo: 70>,162,27,26,6,5,28,1,30,6.8,'MINA SAQR',
2023-05-25 12:14:15.055798,5,419902313,9875587,'8TDI2','M2M-1',<ShipType.Passenger_NoAdditionalInformation: 69>,47,48,11,7,11,23,0,0,2.4,'MUMBAI',
2023-05-25 12:14:15.536025,5,419000648,9607332,'AVXE','GREATSHIP RACHNA',<ShipType.OtherType_NoAdditionalInformation: 99>,16,62,8,9,5,26,6,30,5,'NHAVA',
2023-05-25 12:14:16.525654,5,538004297,9625815,'V7WG8','BEKS CENK',<ShipType.Cargo: 70>,161,29,13,19,5,17,18,0,11.8,'MUMBAI',
2023-05-25 12:14:24.204951,5,419001772,9535357,'VTQZ','UXMAL FORTUNE',<ShipType.Tug: 52>,15,40,4,7,5,23,6,0,4,'MUMBAI',
2023-05-25 12:14:26.844709,5,419001527,9892315,'VTGD','JSW UDAIGAD',<ShipType.Cargo: 70>,107,15,4,16,5,26,10,30,4.5,'DARAMTHAR',
2023-05-25 12:14:28.604678,5,419000618,9658850,'AVVB','ORCHID STAR',<ShipType.Fishing: 30>,5,24,4,4,4,28,13,0,2.8,'MUMBAI',
